participant_id,self_understanding,minivlat_score,difficulty_rating,sentence,minivlat_time,predictions,level_1,level_2,level_3,level_4,image
e74b6387cb91a9afb79f1b9b,1,8,5,"Annual flow volume up to 25 million of acre feet, against years from 1890 to 2010. 1900 has early 20th century drought, also noted 1930's drought, mid-century drought and early 21st century drought. scribbley lines.",8.458633333,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-208920.png
a19d927e170ac059a0411c8e,2,8,2,The image shows a graph of the increase in growth dynamics in the last two decades.,5.761366667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-370954.png
a19d927e170ac059a0411c8e,2,8,2,"The image shows blue blocks parallel to each other, blocks varying in sizes depending on the the size of the population growth in a specific year.",5.761366667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-370954.png
a19d927e170ac059a0411c8e,2,8,2,Each year is labeled under each blue block from 1991-2010.,5.761366667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-370954.png
a19d927e170ac059a0411c8e,2,8,5,The image shows a graph with individual lines mapped horizontally.,5.761366667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-472392.png
a19d927e170ac059a0411c8e,2,8,5,"There are six lines each representing a party. 
HDZ: dark blue
SDP: red
HNS: orange
HSLS: yellow
HSS: green
MOST: orange
Others: gray
The left side is a vertical row listing the number of wins.",5.761366667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-472392.png
a19d927e170ac059a0411c8e,2,8,5,The bottom of the graph shows the years of each party.,5.761366667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-472392.png
a19d927e170ac059a0411c8e,2,8,5,The number of wins of each party is determined by where the lines falls on the graph vertically and the place it falls horizontally shows its year.,5.761366667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-472392.png
a19d927e170ac059a0411c8e,2,8,4,The image shows a graph of one red line representing data points.,5.761366667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-28614.png
a19d927e170ac059a0411c8e,2,8,4,"The left vertical numbers are the y axis I assume, and the bottom horizontal numbers represent the x axis in the equation.",5.761366667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-28614.png
bf100b4c542a87fc89fb7114,2,12,5,From ages 0 to 19 the percent of populations are relatively close.,5.900833333,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-245143.png
bf100b4c542a87fc89fb7114,2,12,5,From 20-29 Bishop Auckland begins to fall behind.,5.900833333,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-245143.png
bf100b4c542a87fc89fb7114,2,12,5,From 30-59 the percentages barely fluctuate.,5.900833333,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-245143.png
bf100b4c542a87fc89fb7114,2,12,5,From 60-79 England and Wales have the lowest percentages.,5.900833333,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-245143.png
bf100b4c542a87fc89fb7114,2,12,5,Lastly form 80-90+ the population percentages are even amongst the contries.,5.900833333,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-245143.png
bf100b4c542a87fc89fb7114,2,12,2,There are 7 components to the electricity price average for household consumers in Germany.,5.900833333,"[1, 1, 0, 0]",1,1,0,0,prolific/train-0-395010.png
bf100b4c542a87fc89fb7114,2,12,2,Renewable surchage makes up 21.5% of the total.,5.900833333,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-395010.png
bf100b4c542a87fc89fb7114,2,12,2,Other levies make up 3.2%.,5.900833333,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-395010.png
bf100b4c542a87fc89fb7114,2,12,2,The concession fee makes up 5.5%.,5.900833333,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-395010.png
bf100b4c542a87fc89fb7114,2,12,2,The Grid charges make up 25.1%.,5.900833333,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-395010.png
bf100b4c542a87fc89fb7114,2,12,2,The Power generation or aquisition sales make up 22.4%.,5.900833333,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-395010.png
bf100b4c542a87fc89fb7114,2,12,2,The electricity tax makes up 6.5%.,5.900833333,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-395010.png
bf100b4c542a87fc89fb7114,2,12,2,Lastly the value-added tax makes up 16%.,5.900833333,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-395010.png
bf100b4c542a87fc89fb7114,2,12,2,"Out of this 100%  total taxes, levies, and surcharges make up around 53%.",5.900833333,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-395010.png
bf100b4c542a87fc89fb7114,2,12,1,Through the months between November and July the cases of rotavirus A infections skyrocket through the winter and spring.,5.900833333,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-205301.png
bf100b4c542a87fc89fb7114,2,12,1,"These cases reach its peak in march of every year rarely falling bellow 4,000 cases at this peak.",5.900833333,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-205301.png
bf100b4c542a87fc89fb7114,2,12,1,The time between July and November these cases reach their lowest points before starting back up every winter.,5.900833333,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-205301.png
6d03c3b3f478acef938877a2,4,11,2,There is a chart graph depicting numbers charged for early initiation of breastfeeding in again countries,6.342466667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-119573.png
6d03c3b3f478acef938877a2,4,11,3,There is a bar graph with the statistics for Nanortalik population growth dynamics from 1991 to 2010,6.342466667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-283458.png
6d03c3b3f478acef938877a2,4,11,4,There is a circular graph detailing the statistics of components of the German electricity price for households components in 2020,6.342466667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-395010.png
584dad99ee520a7e61ee86f1,4,10,5,a graph of early initiation of breast feeding in Asian countries.,5.314783333,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-119573.png
584dad99ee520a7e61ee86f1,4,10,5,"Sri Lanka, percentage wise, is at 90.3%, Nepal is 54.9%, Bangladesh is 50.8%, India is 41.5%, China is 26.4%, and Pakistan is 18%.",5.314783333,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-119573.png
584dad99ee520a7e61ee86f1,4,10,5,"A pie chart of the percentage of the general population in NMI by defined consumer segments. 26% is conventionals, 19% is unconcerned, 19% is naturalites, 19% is drifters, and 17% is LOHAS.",5.314783333,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-480642.png
584dad99ee520a7e61ee86f1,4,10,5,A graph of e-cigarette sales and number of incidents from 2009-2016.,5.314783333,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-407025.png
584dad99ee520a7e61ee86f1,4,10,5,There is a huge uptake in sales and incidents starting in 2013.,5.314783333,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-407025.png
213027af62d7e5fc340d9ba8,5,10,5,"a circle graph depicting a total of 31,47 cent kwh, the average electricity price for household consumers in Germany.",4.326416667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-395010.png
213027af62d7e5fc340d9ba8,5,10,5,"Divided as follows: grid chargers 7,91 ct kwh. power generation or ; aquisition sales: 7,06 ct kwh. renewable surcharge:21.5%. value added tax:16%. electricity tax 6.5%. other levies 5.5%",4.326416667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-395010.png
213027af62d7e5fc340d9ba8,5,10,1,line graph depicting y=x 3 s,4.326416667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-28614.png
213027af62d7e5fc340d9ba8,5,10,3,"pie graph depicting lohas 17 percent, naturalities 19%, drifters 19%, conventionals 26 percent, unconcerned 19 %",4.326416667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-480642.png
c1b25c0da9d6c6176718cbe5,2,7,4,It is a bar graph showing evaluation of people and mental illness in 1987 when Prozac was introduced vs 2003 when Prozac was readily available,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-29695.png
c1b25c0da9d6c6176718cbe5,2,7,2,It’s just showing a company’s total assets vs net assets from 1999 to 2008.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-105181.jpg
c1b25c0da9d6c6176718cbe5,2,7,2,Total assets are greater than net assets.,,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-105181.jpg
c1b25c0da9d6c6176718cbe5,2,7,1,Showing a line graph of Georgetown university enrollment from 1791-1888,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-75149.png
8a12538d79a7305ac5e7c3ec,4,11,1,A bar graph comparing numbers of Americans who received SSDI and SSI in 1987 and 2003,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-29695.png
8a12538d79a7305ac5e7c3ec,4,11,2,"Line graph showing changes in the rate of enrollment for the Academy and College, the Medical School, and the Law School of Georgetown University  from 1791 to 1888",,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-75149.png
801d3119e6804b438f8e4b61,5,10,3,Graph shows average attendance increased during initial years then ovarall flat to decreasing trend in attendance from about 1980 onwards.  Large fluctuations in attendance during the first 40 years.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-62319.png
801d3119e6804b438f8e4b61,5,10,1,The number of people receiving benefits for metal illness doubled between 1987 and 2003.,,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-29695.png
801d3119e6804b438f8e4b61,5,10,4,"Student enrollment at Georgetown increased 6x from 1791 - 1888 (from around 75 student to 450 student).  General Academy & College student increased about 2.5x during that time, while remaining increase was due to addition of medical school in 1851 and law school in 1871.",,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-75149.png
438bcfe665cb0c7893c48d83,5,10,1,"The data states that cloture invoking, vontes on cloture, & cloture motions filed all peaked then dropped from 2007-2008",,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-76637.png
438bcfe665cb0c7893c48d83,5,10,3,In this visualization Ernie TOshak's batting performance in the 1948 England tour got very close to 20 late July,,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-24640.png
438bcfe665cb0c7893c48d83,5,10,4,"All three schooling options on this visualization (Academy/College, Medical School, & Law School)have spiked in 1888",,"[1, 1, 0, 0]",1,1,0,0,prolific/train-0-75149.png
ef6c2f3dea5c4d4a8e05a5fb,3,9,5,The graph shows a downward trend in averages and highest league attendances.,,"[1, 0, 1, 0]",1,0,1,0,prolific/train-0-62319.png
ef6c2f3dea5c4d4a8e05a5fb,3,9,5,"Highest attendance was around 20,000 between 1948-49 with corresponding average of 10,000.",,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-62319.png
ef6c2f3dea5c4d4a8e05a5fb,3,9,5,The lowest was in 2014-15 with highest attendance of 5000 and average lower than that at around 4000,,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-62319.png
ef6c2f3dea5c4d4a8e05a5fb,3,9,4,"This graph demonstrates a steady amount of net assets and total assets around 200,000 between 2000 and 2003.",,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-105181.jpg
ef6c2f3dea5c4d4a8e05a5fb,3,9,4,The total assets then increased with a steady amount from 200000 to 1800000 between 2004 to 2008.,,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-105181.jpg
ef6c2f3dea5c4d4a8e05a5fb,3,9,4,"The net assets increase to 700,000 between 2004 to 2005 then plateaued until 2008",,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-105181.jpg
ef6c2f3dea5c4d4a8e05a5fb,3,9,4,This is a bar graph comparison between 5 groups of individuals in 1987 and 2003.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-29695.png
ef6c2f3dea5c4d4a8e05a5fb,3,9,4,"The first group of individuals were SSDI recipients disabled by mental illness and showed 900,000 individuals in 1987 compared to 2,800,000 in 2003.",,"[1, 1, 0, 0]",1,1,0,0,prolific/train-0-29695.png
ef6c2f3dea5c4d4a8e05a5fb,3,9,4,"Group 2 were SSI recipients with diagnosis of mental illness and in 1987 the number was around 2,500,000 and in 2003 it was 4,000,000.",,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-29695.png
ef6c2f3dea5c4d4a8e05a5fb,3,9,4,"For Total number of SSI and SSDI payments to disabled mental illness individuals it was 3,100,000 in 1987 and 5,800,000 in 2003.",,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-29695.png
ef6c2f3dea5c4d4a8e05a5fb,3,9,4,"For the number of SSDI recipients who also received SSI payments it was around 100,000 to 200,000 for both years.",,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-29695.png
ef6c2f3dea5c4d4a8e05a5fb,3,9,4,"Lastly for total disabled mentally ill in 1987 it was 3,000,000 and 2003 it was 5,500,000.",,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-29695.png
46f465a4251d1718d54494e6,4,9,2,A bar graph showing fundraising expenses in gray and subsidized contributions raised in blue.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-14152.png
46f465a4251d1718d54494e6,4,9,2,For each party the dollar amounts vary but the subsidized contributions are always higher.,,"[0, 0, 1, 0]",0,0,1,0,prolific/train-0-14152.png
46f465a4251d1718d54494e6,4,9,3,"This is a graph showing the cloture motions filed, votes on cloture, and cloture invoked per year in the U.S. senate since 1917.",,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-76637.png
46f465a4251d1718d54494e6,4,9,3,The number of all three events increased over time.,,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-76637.png
6f3fa4cba2f5eeea3c940321,3,9,2,The total assets and net assets values across the years,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-105181.jpg
6f3fa4cba2f5eeea3c940321,3,9,3,SSDI and SSI recipient in 1987 and 2003,,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-29695.png
6f3fa4cba2f5eeea3c940321,3,9,3,"The growth of population, the last two decades in Nataarmiut",,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-42178.png
6a53cc56aee7fcc37daa92bb,3,11,3,"A graph with 3 lines for goergetown law, med and college admissions",,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-75149.png
6a53cc56aee7fcc37daa92bb,3,11,3,A graph showing total and net assets for great southern group,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-105181.jpg
6a53cc56aee7fcc37daa92bb,3,11,4,a bar graph from May to august on the X axis and batting performance on the Y axis,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-24640.png
98912629507a409334b516d4,3,8,3,Bar graph of the number of Americans who received SSDI and SSI in 1987,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-29695.png
98912629507a409334b516d4,3,8,2,A chart showing the increasing amount of cloture voting in the past 100 years,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-76637.png
98912629507a409334b516d4,3,8,2,Chart showing the number of people who enrolled at Georgetown for different degrees from 1791-1888,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-75149.png
2a60293470b499be839bf289,1,10,5,Growth of student body at Georgetown overtime,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-75149.png
2a60293470b499be839bf289,1,10,5,Nutaarmiut population over the last 20 years has fluctuated significantly,,"[0, 0, 1, 0]",0,0,1,0,prolific/train-0-42178.png
139647c3480cccb425192217,3,11,2,3d bar graphs with transparent black bars of fundraising costs in front and blue 3d bars party-level contributions behind,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-14152.png
ff98d6d41356c9dd46c570ce,3,12,4,bar graph that shows population over 20 years. fluctuates from 58 to start and down to 36 at the end. goes up and down in the middle,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-42178.png
ff98d6d41356c9dd46c570ce,3,12,4,line graph that compares highest to average attendance. starts higher then had a downward trend,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-62319.png
ff98d6d41356c9dd46c570ce,3,12,4,"line graph that shows student enrollment with the university, med school and law school. all fluctuate a lot",,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-75149.png
ca8eecf94dd78b62d0de0e4e,4,10,3,"Image is of a chart titled ""Great Southern Group assets"" with years on the x axis and asset value in AUS on the y axis.",,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-105181.jpg
ca8eecf94dd78b62d0de0e4e,4,10,3,Total assets is in red and net is in green.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-105181.jpg
ca8eecf94dd78b62d0de0e4e,4,10,3,"Red is within 50,000 of green through 2003, when red increases significantly to a max of 1.8MM in 2008",,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-105181.jpg
ca8eecf94dd78b62d0de0e4e,4,10,5,"The chart titled ""Cloture Voting, U.S.",,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-76637.png
ca8eecf94dd78b62d0de0e4e,4,10,5,"Senate, since 1917"" shows years in 1 year increments on the X axis and votes on the Y axis.",,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-76637.png
ca8eecf94dd78b62d0de0e4e,4,10,5,"Cloture invoked, votes on cloture, and cloture motions filed are all measured.",,"[1, 1, 0, 0]",1,1,0,0,prolific/train-0-76637.png
ca8eecf94dd78b62d0de0e4e,4,10,5,All three are low and equal through 1963.,,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-76637.png
ca8eecf94dd78b62d0de0e4e,4,10,5,"Then they fluctuate but cloture motions filed is consistently highest, peaking at 140 in 2007 and coming down since",,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-76637.png
ca8eecf94dd78b62d0de0e4e,4,10,4,"The chart titled ""York City F.C.'s league attendances at Bootham Crescent from 1932"" tracks highest and average attendance over time.",,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-62319.png
ca8eecf94dd78b62d0de0e4e,4,10,4,The X axis is years and the Y axis is attendance.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-62319.png
ca8eecf94dd78b62d0de0e4e,4,10,4,Both fluctuate but are generally trending downwards.,,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-62319.png
92987b93b44251f05ddb2aad,4,12,2,Line graph depicting cloture voting in the United States Senate from 1917-2014.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-76637.png
92987b93b44251f05ddb2aad,4,12,2,"Visualizes three lines: cloture motions filed, votes on cloture, and cloture invokes.",,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-76637.png
92987b93b44251f05ddb2aad,4,12,4,The image is a bar graph showing Ernie Roshack's first-class batting performace during the 1948 England tour.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-24640.png
92987b93b44251f05ddb2aad,4,12,4,There are pink bars that represent runs scored during first-class innings.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-24640.png
92987b93b44251f05ddb2aad,4,12,4,The red bars represent Test innings.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-24640.png
92987b93b44251f05ddb2aad,4,12,4,There are 12 spots for bars to be- in which there are 11.,,"[1, 1, 0, 0]",1,1,0,0,prolific/train-0-24640.png
92987b93b44251f05ddb2aad,4,12,4,"The first 5 are pink, followed by red, pink, red, pink, red, and pink.",,"[1, 1, 0, 0]",1,1,0,0,prolific/train-0-24640.png
92987b93b44251f05ddb2aad,4,12,4,There is also a blue line going through the last 7 bars indicating the averages.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-24640.png
92987b93b44251f05ddb2aad,4,12,3,A line chart indicating the average and highest league attendances at Bootham Crescent from the 1932-2015 seasons.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-62319.png
92987b93b44251f05ddb2aad,4,12,3,"There is a blue line representing the highest attendance, and a black line representing the average for each season.",,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-62319.png
38f9c0391ea01ddc02b1e577,4,10,4,"The graph includes Academy and College starting in 1791, Medical School starting in 1851, and Law School starting in 1871",,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-75149.png
38f9c0391ea01ddc02b1e577,4,10,2,"In 1993 it was 163. 1994, 189. 1995, 188. 1996, 203. 1997, 212. 1998, 202. 1999, 211. 2000, 198. 2001, 196. 2002, 214. 2003, 185. 2004, 177. 2005, 180. 2006, 183. 2007, 190. 2008, 173. 2009, 173. 2010, 188.",,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-89137.png
38f9c0391ea01ddc02b1e577,4,10,5,"The graph includes cloture motions filed peaking at 140 in 2007-2008, votes on cloture peaking at 110 in 2007-2008, and cloture invoked peaking at approximately 61 in 2009-2010.",,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-76637.png
375bc9e0502f55d9e9932ebc,2,11,5,"Enrollment grew over time for Academy & College and Law School, while enrollment fell and rose again for medical school.",,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-75149.png
375bc9e0502f55d9e9932ebc,2,11,5,Enrollment is volatile.,,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-75149.png
375bc9e0502f55d9e9932ebc,2,11,5,Two time series are displayed: Highest with mean approximately 10000 and Average with mean approximately 5000.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-62319.png
375bc9e0502f55d9e9932ebc,2,11,5,More Americans received SSDI and SSI for mental disability in 2003 than in 1987 and not many SSDI recipients also received an SSI payment.,,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-29695.png
005efa435c1ef17432c48ebe,2,8,3,A graph of Great Southern Group assets.  It shows their net and total assets from 1999 to 2008.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-105181.jpg
005efa435c1ef17432c48ebe,2,8,2,"A graph showing Georgetown University Enrollment from 1791 to 1888.  It shows Academy and College, Medical School, and Law School enrollments.",,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-75149.png
0058bc15c00518840dc7830c,1,7,2,"Steady rise from $200,000 in 1999 to a peak of $1.8m in 2008",,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-105181.jpg
0058bc15c00518840dc7830c,1,7,4,"The conservative party is shown to have $19 fundraising cost, Liberal party has $9, New Democratic party has $4, and the total top 3 parties have $30.",,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-14152.png
0058bc15c00518840dc7830c,1,7,5,"The attendance rises from below 5000 and peaks at 22000, then begins to fluctuate until it drops up 4000 again.",,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-62319.png
ec7b43193597fa2716c108fb,4,10,1,line graph showing changes in enrollment for Georgetown University between 1791-1888 with the year on the x axis and the number of students on the y axis,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-75149.png
ec7b43193597fa2716c108fb,4,10,4,line graph depicting Great Southern Group assets by year from 1999-2008.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-105181.jpg
ec7b43193597fa2716c108fb,4,10,4,Total assets and net assets are plotted on the same chart to show that net assets lag considerably behind total assets beginning in 2004.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-105181.jpg
ec7b43193597fa2716c108fb,4,10,4,line graphs depicting York City FCs league attendance at Bootham Crescent from 1932 through 2012.  Two lines are shown - one depicting the highest attendance and one depicting the average attendance.Year is shown on the x axis and attendance is shown on the y axis.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-62319.png
6fbf8a2319be2cfc0f0c6c4b,4,10,3,"Here is the and number for each year.
1991=126
1992=152
1993=163
1994=189
1995=188
1996=203
1997=212
1998=202
1999=211
2000=198
2001=196
2002=214
2003=185
2004=177
2005=180
2006=183
2007=190
2008=173
2009=173
2010=188",,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-89137.png
6fbf8a2319be2cfc0f0c6c4b,4,10,4,There is a line graph.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-62319.png
6fbf8a2319be2cfc0f0c6c4b,4,10,4,On the side it has the attendance number that goes from 0 to 25000.,,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-62319.png
6fbf8a2319be2cfc0f0c6c4b,4,10,4,On the bottom of the graph is shows the years form 1932 to 2015.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-62319.png
6fbf8a2319be2cfc0f0c6c4b,4,10,4,The graph shows that average attendance peaked in 1948 and 1954.,,"[1, 0, 1, 0]",1,0,1,0,prolific/train-0-62319.png
6fbf8a2319be2cfc0f0c6c4b,4,10,4,The lowest average attendance was in 1932 and 2015.,,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-62319.png
6fbf8a2319be2cfc0f0c6c4b,4,10,4,The attendance had a steady decline from 1948 to 2015.,,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-62319.png
6fbf8a2319be2cfc0f0c6c4b,4,10,4,The image is a graph with two separate parts to it.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-14152.png
6fbf8a2319be2cfc0f0c6c4b,4,10,4,On the left side of the graph it shows the funds raised from 0 to 30 million.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-14152.png
6fbf8a2319be2cfc0f0c6c4b,4,10,4,On the bottom of the graph it shows the names of the parties.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-14152.png
6fbf8a2319be2cfc0f0c6c4b,4,10,4,"They are form left to right: Conservative Party, Liberal Party, New Democratic Party, and the last is Total(top 3 parties).",,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-14152.png
6fbf8a2319be2cfc0f0c6c4b,4,10,4,The graph has two different color blocks representing different things.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-14152.png
6fbf8a2319be2cfc0f0c6c4b,4,10,4,"Grey=fundraising expenses
Blue=subsidized contributions raised.",,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-14152.png
6fbf8a2319be2cfc0f0c6c4b,4,10,4,Here is what the graph says for each party and then last the total for all.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-14152.png
6fbf8a2319be2cfc0f0c6c4b,4,10,4,"Conservative Party: grey=7 million blue=17.7 million
Liberal Party: grey=2 million blue=9.06 million
New Democratic Party: grey=2 million blue= 4.01 million
Total(top 3 parties: grey=11.19 million blue=30.77 million",,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-14152.png
270ab3a9c8270dab03bd1c64,1,12,4,"Great Southern Group assets started at net assets and total assets below 200,000 in 1999.",,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-105181.jpg
270ab3a9c8270dab03bd1c64,1,12,4,"Both assets stayed around 200,000 till 2003.",,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-105181.jpg
270ab3a9c8270dab03bd1c64,1,12,4,"Net assets started to grow gradually to 800,000 in 2005.",,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-105181.jpg
270ab3a9c8270dab03bd1c64,1,12,4,"Total assets increased to 1,000,000 in 2005.",,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-105181.jpg
270ab3a9c8270dab03bd1c64,1,12,4,"Since then, net assets stayed the same around 800,000, total assets worth 1,800,000 in 2008.",,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-105181.jpg
270ab3a9c8270dab03bd1c64,1,12,5,Cloture voting stay low from 1917 to 1968.,,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-76637.png
270ab3a9c8270dab03bd1c64,1,12,5,"Then gradually increased with a few spikes in 1973-1974, 1987-1988.",,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-76637.png
270ab3a9c8270dab03bd1c64,1,12,5,The highest was 140 in 2007-2008,,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-76637.png
3ce265349758fb817be8b46a,1,10,1,A line graph with Molecular extinction coefficient on the y axis and wavelength on the x axis.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-201657.png
3ce265349758fb817be8b46a,1,10,1,The blue decreasing line represents eumelanin and the red decreasing line represents pheomelanin,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-201657.png
3ce265349758fb817be8b46a,1,10,5,This is a line graph with the the number of elections on the y axis and the year on the x axis.,,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-472392.png
