language,page_url,image_url,page_title,section_title,hierarchical_section_title,caption_reference_description,caption_attribution_description,caption_alt_text_description,mime_type,original_height,original_width,is_main_image,attribution_passes_lang_id,page_changed_recently,context_page_description,context_section_description,index,image_path,Index
en,https://en.wikipedia.org/wiki/Safety_of_electronic_cigarettes,https://upload.wikimedia.org/wikipedia/commons/c/c3/E-Cigarette_fires_and_explosions_compared_to_sales_2009-2016.png,Safety of electronic cigarettes,"Fires, explosions, and other battery-related malfunctions","Safety of electronic cigarettes / Fires, explosions, and other battery-related malfunctions",Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016.[326] There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014.[326] The USFA noted that this appears to correlate well with the e-cigarette sales trend.[326],English: A line chart showing the number of e-cigarette fires and explosions versus e-cigarette sales in millions of US dollars.,Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016. There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014. The USFA noted that this appears to correlate well with the e-cigarette sales trend.,image/png,305,553,FALSE,TRUE,TRUE,"The use of electronic cigarettes carries health risks compared to not using any inhaled recreational drugs, especially for children, young adults, and pregnant women. The risk depends on the composition of electronic cigarette aerosol, which varies according to the contents of the liquid, the physical and electrical design of the device, and user behavior. As of 2019, the long-term risks of vaping are somewhat uncertain because studies have yet to be performed on the relatively new technology, though the long-term risks of some individual substances in vaping aerosols and tobacco smoke have been studied.
When used to deliver nicotine, vaping avoids several carcinogens usually found in tobacco smoke produced by cigarettes and cigars, such as ash, tar, and carbon monoxide. E-cigarettes reduce lung function, reduce cardiac muscle function, and increase inflammation, but to a much lower extent than with traditional cigarettes. Some hazards occur with vaping but not with smoking.","Most e-cigarettes use lithium batteries, the improper use of which may result in accidents. Most fires caused by vaporing devices are a result of the lithium batteries becoming too hot and igniting. Defective e-cigarette batteries have been known to cause fires and explosions. The chance of an e-cigarette blast resulting in burns and projectile harms greatly rises when using low-quality batteries, if stored incorrectly or was altered by the user. Inexpensive manufacturing with poor quality control could account for some of the explosions. It has been recommended that manufacturing quality standards be imposed in order to prevent such accidents. Better product design and standards could probably reduce some of the risks. It is recommended that users be informed of appropriate charging and storage methods. In the event the lithium ion substances leak from the battery as a result of an e-cigarette blast, first aid is recommended to prevent additional chemical reaction. An e-cigarette blast can induce serious burns and harms that need thorough and lengthy medical treatment particularly when a device goes off in hands, mouths, or pockets. A 2017 review found ""The electrolyte liquid within the lithium ion battery cells is at risk for overheating, thus building pressure that may exceed the capacity of the battery casing. This ""thermal runway"" can ultimately result in cell rupture or combustion."" Metal objects, including coins or keys, can cause a short circuit when kept with batteries, which can result in overheating of the battery. It is recommended to use insulated protective cases for batteries not in use to lessen the potential risk related to thermal runaway. Swallowing e-cigarette batteries can be toxic.
The numbers of medical reports from harms resulting from vaping have continued to increase since 2016. Some batteries are not well designed, are made with poor quality components, or have defects. Major injuries have occurred from battery explosions and fires. Fires caused by e-cigarettes appear to be increasingly frequent. Direct harms from an e-cigarette blast include hand harms, face harms, waist/groin harms, and inhalation harms. Indirect harms happened when the vaporing device set on fire another object and resulted in a house fire, followed by harm from fire burns or inhalation. E-cigarette explosions have resulted in burns, lost teeth, neck fractures, and battery acid contact to the face, mouth, and eyes. The extent of the burns varied from 1% to 8% total body surface area, were reported and most commonly occurred in the lower extremity, hands, head and neck, and genitalia. The extent of the burn was mainly deep partial and full thickness. E-cigarette explosion harms correlated with malfunctioning of the device can result in minor total body surface area 2nd and 3rd degree burns. Around 50% needed surgical management for the burn. This was due to the extent of the injury. The most common harms are burns as a result of explosion in the pocket and harms to the face. A 2017 review found ""Several of the reported cases show that 'the battery in pocket' precedes the incident. The damp environment in the pocket may have sufficient moisture to start a chemical reaction within the lithium-ion battery and the presence of metal objects can produce short-circuit which can over heat the battery leading to an explosion."" Flame burns, chemical burns, and blast injuries have occurred as a result of the e-cigarette battery overheating. A man endured a unilateral corneoscleral laceration with prolapsed iris tissue and hyphemato to the eye area when an e-cigarette exploded in his mouth. A young man endured bilateral corneal burns to the eye area when an e-cigarette exploded near his chest. A man lost his life when his charging e-cigarette blew up and caught on fire next to oxygen equipment. House and car fires and skin burns have resulted from some of the explosions. The explosions were the result of extended charging, use of unsuitable chargers, or design flaws. There is a possible risk to bystanders from e-cigarette explosions. The",407025,train-0-407025.png,407025
en,https://en.wikipedia.org/wiki/Tiilerilaaq,https://upload.wikimedia.org/wikipedia/commons/1/17/Tiniteqilaaq-population-dynamics.png,Tiilerilaaq,Population,Tiilerilaaq / Population,Tiilerilaaq population growth dynamics in the last two decades. Source: Statistics Greenland[4],"Population growth dynamics in Tiniteqilaaq, Greenland. Numbers from 1991-2010 from Statistics Greenland. (http://bank2.stat.gl/) The graph is own work.",Tiilerilaaq population dynamics,image/png,250,1000,FALSE,TRUE,TRUE,"Tiilerilaaq is a settlement in the Sermersooq municipality, in southeastern Greenland. Its population was 96 in 2020.","The population of Tiilerilaaq has decreased by 30 percent relative to the 1990 levels, and by 8 percent relative to the 2000 levels, reflecting the depopulation of the nearby Kuummiit and Isortoq.",448110,train-0-448110.png,448110
en,https://en.wikipedia.org/wiki/Elections_in_Croatia,https://upload.wikimedia.org/wikipedia/commons/a/af/Croatian_Sabor_Seats-1992-2016.png,Elections in Croatia,Previous parliamentary elections,Elections in Croatia / Parliamentary elections / Previous parliamentary elections,"Croatian parliamentary election results, 1992–2016; parties winning 10 or more seats in any one election shown individually",English: Croatian Sabor Seats - 1992-2016,"Graph of Croatian election results, using differently-colored lines",image/png,328,571,FALSE,TRUE,TRUE,"Regular elections in Croatia are mandated by the Constitution and legislation enacted by Parliament. The presidency, Parliament, county prefects and assemblies, city and town mayors, and city and municipal councils are all elective offices. Since 1990, five presidential elections have been held. During the same period, nine parliamentary elections were also held. In addition, there were six nationwide local elections. Croatia has held two elections to elect 11 members of the European Parliament following its accession to the EU on 1 July 2013.
The President of Croatia is elected for a five-year term by a direct vote of all citizens in a majority system, requiring runoff elections if no candidate wins more than 50 percent of votes in the first round. Members of Parliament are elected for a four-year term in ten multi-seat constituencies, with additional members elected in special constituencies reserved for the Croatian diaspora and national minorities. As of November 2011, legislation provides for the election of 151 members of the unicameral parliament.","Since 1990, nine parliamentary elections have been held in Croatia. These have included the 1990 elections for a tricameral parliament, three elections of the Chamber of Deputies during the bicameral parliament's existence, three elections of the unicameral Parliament and two elections of the Chamber of Counties—the upper house of the bicameral parliament.
The elections held in 1990 were the first multi-party elections after 45 years of Communist rule; candidates vied for all 80 seats in the Social-Political Council of Croatia, all 116 seats in the Municipalities Council of Croatia and all 160 seats in the Associated Labour Council of Croatia (since Parliament had three chambers at the time). The first round of the election saw a turnout of 85.5 percent, and the runoff-election turnout was 74.8 percent. The Croatian Democratic Union (HDZ) won 205 seats, and the Social Democratic Party of Croatia won 107.",472392,train-0-472392.png,472392
en,https://en.wikipedia.org/wiki/Green_marketing,https://upload.wikimedia.org/wikipedia/commons/9/99/NMI_pie_chart.png,Green marketing,LOHAS,Green marketing / Adoptability / LOHAS,The distribution of the different types of LOHAS.[26],English: LOHAS Consumer segmentation model 2007,The distribution of the different types of LOHAS.,image/png,496,851,FALSE,TRUE,FALSE,"Green marketing is the marketing of products that are presumed to be environmentally safe. It incorporates a broad range of activities, including product modification, changes to the production process, sustainable packaging, as well as modifying advertising. Yet defining green marketing is not a simple task where several meanings intersect and contradict each other; an example of this will be the existence of varying social, environmental and retail definitions attached to this term. Other similar terms used are environmental marketing and ecological marketing.
Green, environmental and eco-marketing are part of the new marketing approaches which do not just refocus, adjust or enhance existing marketing thinking and practice, but seek to challenge those approaches and provide a substantially different perspective. In more detail green, environmental and eco-marketing belong to the group of approaches which seek to address the lack of fit between marketing as it is currently practiced and the ecological and social realities of the wider marketing environment.
The legal implications of marketing claims call for caution or overstated claims can lead to regulatory or civil challenges.","LOHAS stands for Lifestyles of Health and Sustainability, and describes an integrated, rapidly growing market for goods and services that appeal to consumers whose sense of environmental and social responsibility influences their purchase decisions. The Natural Marketing Institute's  (short: NMI) estimates the US LOHAS consumer market of products and services to be US$209 billion – sold across all consumer segments.
The five LOHAS segments as defined by NMI include:
 LOHAS: Active environmental stewards dedicated to personal and planetary health. These are the heaviest purchasers of green and socially responsible products and the early adopters who influence others heavily.
 Naturalites: Motivated primarily by personal health considerations. They tend to purchase more LOHAS consumable products vs. durable items.
 Drifters: While their intentions may be good, DRIFTERS follow trends when it is easy and affordable. They are currently quite engaged in green purchasing behaviours.
 Conventionals: Pragmatists who embrace LOHAS behaviour when they believe they can make a difference, but are primarily focused on being very careful with their resources and doing the ‘right’ thing because it will save them money.
 Unconcerned: Either unaware or unconcerned about the environment and societal issues mainly because they do not have the time or the means – these consumers are largely focused on getting by.",480642,train-0-480642.png,480642
en,https://en.wikipedia.org/wiki/Tetration,https://upload.wikimedia.org/wikipedia/commons/e/ea/Cube_super_root.png,Tetration,Other super-roots,Tetration / Inverse operations / Super-root / Other super-roots,"The graph
  
    
      
        y
        =
        
          
            
              x
              
                3
              
            
          
          
            s
          
        
      
    
    {\displaystyle y={\sqrt[{3}]{x}}_{s}}
  
.","English: A graph of the cube super root of x, from x=0 to x=6.",A line graph that starts at the origin and quickly makes an asymptote toward 2 as the value along the x-axis increases,image/png,800,1200,FALSE,TRUE,TRUE,"In mathematics, tetration is an operation based on iterated, or repeated, exponentiation. It is the next hyperoperation after exponentiation, but before pentation. The word was coined by Reuben Louis Goodstein from tetra- and iteration.
Under the definition as repeated exponentiation, the notation means, where n copies of a are iterated via exponentiation, right-to-left, I.e. the application of exponentiation times. n is called the ""height"" of the function, while a is called the ""base,"" analogous to exponentiation. It would be read as ""the nth tetration of a"".
Tetration is also defined recursively as
,
allowing for attempts to extend tetration to non-natural numbers such as real and complex numbers.
The two inverses of tetration are called the super-root and the super-logarithm, analogous to the nth root and the logarithmic functions. None of the three functions are elementary.
Tetration is used for the notation of very large numbers.","For each integer n > 2, the function ⁿx is defined and increasing for x ≥ 1, and ⁿ1 = 1, so that the nth super-root of x, , exists for x ≥ 1.
However, if the linear approximation above is used, then  if −1 < y ≤ 0, so  cannot exist.
In the same way as the square super-root, terminology for other super roots can be based on the normal roots: ""cube super-roots"" can be expressed as ; the ""4th super-root"" can be expressed as ; and the ""nth super-root"" is . Note that  may not be uniquely defined, because there may be more than one nᵗʰ root. For example, x has a single (real) super-root if n is odd, and up to two if n is even.
Just as with the extension of tetration to infinite heights, the super-root can be extended to n = ∞, being well-defined if 1/e ≤ x ≤ e. Note that  and thus that . Therefore, when it is well defined,  and, unlike normal tetration, is an elementary function. For example, .
It follows from the Gelfond–Schneider theorem that super-root  for any positive integer n is either integer or transcendental, and  is either integer or irrational. It is still an open question whether irrational super-roots are transcendental in the latter case.",28614,train-0-28614.png,28614
en,https://en.wikipedia.org/wiki/Medicare_(Australia),https://upload.wikimedia.org/wikipedia/commons/8/80/Total_health_expenditure_per_capita%2C_US_Dollars_PPP.png,Medicare (Australia),Funding of scheme,Medicare (Australia) / Funding of scheme,"Total health spending per capita, in U.S. dollars PPP-adjusted, of Australia compared amongst various other first world nations since 1995","English: This image depicts the total health care services expenditure per capita, in U.S. dollars PPP-adjusted, for the nations of Australia, Canada, France, Germany, Japan, Switzerland, the United Kingdom, and the United States with the years 1995, 2000, 2005, and 2007 compared. An 'OECD Health Data 2010' report is used for the information, which is available here. Note that there is additional information in this list.",,image/png,479,562,FALSE,TRUE,TRUE,"Medicare is the publicly-funded universal health care insurance scheme in Australia, operated by Services Australia. Medicare is the main way Australian citizens and permanent residents access health care in Australia, either partially or fully covering the cost of most primary health care services in the public and private health care system. International visitors from 11 countries have subsidised access to medically necessary treatment under reciprocal agreements. All Australian citizens and permanent residents have access to fully covered health care in public hospitals and clinics.
Most specialties and allied health services are partially covered by Medicare, including psychology and psychiatry, ophthalmology, physiotherapy and audiology, with the exception of dental services. The list of services covered, the standard operating fee for the service, and the portion of that fee covered, is set out in the Medicare Benefits Schedule. Services not covered by Medicare are often covered by private health insurance, which is also subsidised by the Australian Government for most Australians.",,,train-0-1840.png,1840
en,https://en.wikipedia.org/wiki/Ebola_virus_epidemic_in_Sierra_Leone,https://upload.wikimedia.org/wikipedia/commons/6/69/West_Africa_Ebola_2014_11_Reported_Cases_per_Week_Sierra_Leone.png,Ebola virus epidemic in Sierra Leone,Spring 2014: Early cases,Ebola virus epidemic in Sierra Leone / 2014 Outbreak started / Spring 2014: Early cases,The reported weekly cases of Ebola in Sierra Leone as listed on Wikipedia's 2014 Ebola Virus in West Africa timeline of reported cases and deaths; some values are interpolated.,"English: The reported weekly cases of Ebola in Sierra Leone as listed on Wikipedia [:en:Ebola virus epidemic in West Africa], some values are interpolated.",,image/png,988,1528,FALSE,TRUE,FALSE,"An Ebola virus epidemic in Sierra Leone occurred in 2014, along with the neighbouring countries of Guinea and Liberia. On March 18, 2014 Guinean health officials announce the outbreak of a mysterious hemorrhagic fever ""which strikes like lightning."" It was identified as Ebola virus disease and spread to Sierra Leone by May 2014. The disease is thought to have originated when a child in a bat-hunting family contracted the disease in Guinea in December 2013. Consumption of African bushmeat, including rats, bats, and monkeys, is commonplace in Sierra Leone and West Africa in general.
At the time it was discovered, it was thought that Ebola virus is not endemic to Sierra Leone or to the West Africa region and this epidemic represents the first time the virus has been discovered there. However, some samples taken for Lassa fever testing turned out to be Ebola virus disease when re-tested for Ebola in 2014, showing that Ebola had been in Sierra Leone as early as 2006.","The epidemic is thought to have started in late May, when 14 people returned from a funeral of a traditional healer, who had been trying to cure others with Ebola in Guinea.
The first person reported infected was a tribal healer. She had treated an infected person(s) and died on 26 May. According to tribal tradition, her body was washed for burial and this appears to have led to infections in women from neighboring towns.
The corpses were highly contagious immediately after death, so precautions such as hazmat suits were needed. In this region the practice of kissing and touching the dead was implicated in helping to spread Ebola. However, two U.S. doctors who ""followed all CDC and WHO protocols to the letter"" still managed to contract the disease and it is not clear how they got the disease.
By  27 May 2014, it was reported 5 people died from the Ebola virus and there were 16 new cases of the disease. Between 27 May 2014 and 30 May the number of confirmed, probable, or suspected cases of Ebola went from 16 to 50. By 9 June, the number of cases had risen to 42 known and 113 being tested, with a total of 16 known to have died from the disease by that time.
The disease spread rapidly in the area, and the local government hospital was overwhelmed. At that hospital 12 nurses died despite having the world's only Lassa fever isolation ward, according to the U.N. The hospital proved instrumental early on, detecting the first case in the country and supporting the release of a research paper on Ebola. However, the growing number of cases there led to infection and loss of Sierra Leone's hemorrhagic fever expert, Doctor Khan, and the normal functioning of the hospital was disrupted because of the danger of getting infected by the disease.",9040,train-0-9040.png,9040
en,https://en.wikipedia.org/wiki/Vietnamese_name,https://upload.wikimedia.org/wikipedia/en/3/30/Common_Viet_Surnames.png,Vietnamese name,s,Vietnamese name / Family name,Distribution of Vietnamese family names,Here are the common Vietnamese surnames of Vietnam.,,image/png,1296,1482,FALSE,TRUE,TRUE,"Vietnamese personal names generally consist of three parts: one patrilineal family name, one or more middle name, and one given name, used in that order. The ""family name first"" order follows the system of Chinese names and is common throughout the Chinese cultural sphere. However, it is different from Chinese, Korean, and Japanese names in the usage of ""middle names,"" as they are less common in China and Korea and do not exist in Japan. Persons can be referred to by the whole name, the given name or a hierarchic pronoun, which usually connotes a degree of family relationship or kinship, in normal usage.
Due to the high repetition of same family names, persons are often referred to by their middle name along with their given name in Vietnamese media and youth culture. For example, 'Nguyễn Gia Tùng' would be referred to as 'Gia Tùng'. Additionally, although some people may possess a surname that seems Vietnamese, it may be purely coincidental, as is the case with people with Teochew background or otherwise.
The Vietnamese language is tonal, and so are Vietnamese names.","The family name is positioned first and is passed on by the father to his children. It is estimated that there are around 100 family names in common use, but some are far more common than others. The name Nguyễn is estimated to be used by almost 40% of the Vietnamese population.  The top three names are so popular because people tended to take family names of emperors to show their loyalty. Over many generations, family names became permanent.
The most common family names among the Vietnamese are the following (the Chinese characters following each name are Hán tự). Altogether, the 14 names account for 90% of the people.
Nguyễn  (39%)
Trần  (11%)
Lê  (9.5%)
Phạm  (7.1%)
Huỳnh/Hoàng  (5.1%)
Phan  (4.5%)
Vũ/Võ  (3.9%)
Đặng (2.1%)
Bùi  (2%)
Đỗ  (1.4%)
Hồ  (1.3%)
Ngô  (1.3%)
Dương  (1%)
Lý  (0.5%)
The following list includes less-common surnames in alphabetical order which make up the rest of the 10%:
An:
Ân: 殷
Bạch: 白
Bành: 彭
Bao: 包
Biên: 邊
Biện: 卞
Cam: 甘
Cảnh: 耿
Cảnh: 景
Cao: 高
Cái: 蓋
Cát: 葛
Chân: 甄
Châu: 周
Chiêm: 詹
Chu: 朱
Chung: 鍾
Chử: 褚
Cổ: 古
Cù: 瞿
Cung: 宮
Cung: 龔
Củng: 鞏
Cừu: 裘
Dịch: 易
Diệp: 葉
Đinh: 丁
Doãn: 尹
Dũ: 俞
Dung: 容
Dư: 余
Dữu: 庾
Đái: 戴
Đàm: 譚
Đào: 陶
Đậu: 竇
Điền: 田
Đoàn: 段
Đồ: 涂
Đồng: 童
Đổng: 董
Đường: 唐
Giả: 賈
Giải: 解
Gia Cát :諸葛
Giản: 簡
Giang: 江
Giáp: 郟
Hà: 何
Hạ: 賀
Hậ: 夏
Hác: 郝
Hàn: 韓
Hầu: 侯
Hình: 邢
Hoa: 花
Hoắc: 霍
Hoạn: 宦
Hồng: 洪
Hứa: 許
Hướng: 向
Hy: 郗
Kha: 柯
Khâu: 邱
Khuất: 屈
Kiều: 喬
Kim: 金
Kỳ: 祁
Kỷ: 紀
La: 羅
Lạc: 駱
Lai: 賴
Lam: 藍
Lăng: 凌
Lãnh: 冷
Lâm: 林
Lận: 藺
Lệ: 酈
Liên: 連
Liêu: 廖
Liễu (in northern or central regions): 柳
Long: 龍
Lôi: 雷
Lục: 陸
Lư: 盧
Lữ: 呂
Lương: 梁
Lưu (in central or southern regions): 劉
Mã: 馬
Mạc: 莫
Mạch: 麥
Mai: 梅
Mạnh: 孟
Mao: 毛
Mẫn: 閔
Miêu: 苗
Minh: 明
Mông: 蒙
Ngân: 鄞
Nghê: 倪
Nghiêm: 嚴
Ngư: 魚
Ngưu: 牛
Nhạc: 岳
Nhan: 顔
Nhâm: 任
Nhiếp: 聶
Nhiều: 饒
Nhung: 戎
Ninh: 寧 & 甯
Nông: 農
Ôn: 溫
Ổn: 鄔
Ông: 翁
Phí: 費
Phó: 傅
Phong: 酆
Phòng: 房
Phù: 符
Phùng: 馮
Phương: 方
Quách: 郭
Quan: 關
Quản: 管
Quang: 光
Quảng: 鄺
Quế: 桂
Quyền: 權
Sài: 柴
Sầm: 岑
Sử: 史
Tạ: 謝
Tào: 曹
Tăng: 曾
Tân: 辛
Tần: 秦
Tất: 畢
Tề: 齊
Thạch: 石
Thai: 邰
Thái: 蔡
Thang: 湯
Thành: 成
Thảo: 草
Thân: 申
Thi: 施
Thích: 戚
Thiện: 單
Thiệu: 邵
Thôi: 崔
Thủy: 水
Thư: 舒
Thường: 常
Tiền: 錢
Tiết: 薛
Tiêu: 焦
Tiêu: 蕭
Tô: 蘇
Tôn: 孫
Tôn Thất:尊室
Tông: 宗
Tống: 宋
Trác: 卓
Trạch: 翟
Trại: 賽
Trang: 莊
Trầm: 沈/瀋
Trâu: 鄒
Trì: 池
Triệu: 趙
Trịnh: 鄭 (almost exclusively a northern surname, based around Thanh Hóa)
Trương: 張
Từ: 徐
Tư Mã: 司馬
Tưởng: 蔣
Úc: 郁
Ứng: 應
Vạn: 萬
Văn: 文
Vân: 雲
Vi: 韋
Vĩnh: 永
Vũ: 巫
Vũ Văn: 武文
Vương: 王
Vưu: 尤
Xà: 佘
Xầm: 諶 (almost exclusively a northern surname, based around Chen Long)
Xế: 車
Yên: 鄢
In Vietnamese cultural practice, women always keep their family names once they marry, just as in other East Asian cultures, including Chinese culture to the north and the northeast.
In formal contexts, people are referred to by their full name. In more casual contexts, people are always on a ""first name basis"", which involves their given names, accompanied by proper kinship terms. There is no such thing as a ""last name basis"", or family name basis, in Vietnam.",9265,train-0-9265.png,9265
en,https://en.wikipedia.org/wiki/Abortion_in_Utah,https://upload.wikimedia.org/wikipedia/commons/4/4b/Number_of_abortion_clinics_in_Utah_by_year.png,Abortion in Utah,Clinic history,Abortion in Utah / History / Clinic history,Number of abortion clinics in Utah by year.,English: Number of abortion clinics in Utah by year. Data is from articles linked at https://en.wikipedia.org/wiki/User:LauraHale/Template:Abortion_by_US_state,,image/png,342,479,FALSE,TRUE,FALSE,"Abortion in Utah is legal however only 47% of adults said in a poll by the Pew Research Center that abortion should be legal in all or most cases.
There were 2,948 legal abortions in 2014, and 3,176 in 2015.","Between 1982 and 1992, the number of abortion clinics in the state declined by one, going from seven in 1992 to six in 1992.  In 1996, the state had 7 abortion clinics and was one of only three to gain clinics in the period between 1982 and 1996. In 2014, there were two abortion clinics in the state. In 2014, 97% of the counties in the state did not have an abortion clinic. That year, 62% of women in the state aged 15 – 44 lived in a county without an abortion clinic. In March 2016, there were 9 Planned Parenthood clinics in the state. In 2017, there were 9 Planned Parenthood clinics in a state with a population of 727,940 women aged 15 – 49 of which 1 offered abortion services. In March 2019, Planned Parenthood Association of Utah  was the only abortion provider in the state.",11058,train-0-11058.png,11058
en,https://en.wikipedia.org/wiki/Divorce_law_in_Sweden,http://upload.wikimedia.org/wikipedia/commons/b/b0/Divorce_Age_Women_Sweden.png,Divorce law in Sweden,,Divorce law in Sweden,Divorce Ages of Women Sweden 2010,English: Divorce Ages of Women Sweden 2010,,image/png,527,686,TRUE,TRUE,TRUE,"Divorce law in Sweden concerns the dissolution of marriage, child support, alimony, custody and the division of property. Divorce restores the status of married people to individuals, leaving them free to remarry. The divorce laws in Sweden are known to be considerably liberal compared to other jurisdictions.","Divorce law in Sweden concerns the dissolution of marriage, child support, alimony,  custody and the division of property.  Divorce restores the status of married people to individuals, leaving them free to remarry.  The divorce laws in Sweden are known to be considerably liberal compared to other jurisdictions.",12627,train-0-12627.png,12627
en,https://simple.wikipedia.org/wiki/Benjamin_K._Sovacool,http://upload.wikimedia.org/wikipedia/commons/0/0d/Sovacool_2008_life-cycle_study.png,Benjamin K. Sovacool,Research work,Benjamin K. Sovacool / Research work,"Sovacool has reported that the value of CO2 emissions for nuclear power over the lifecycle of a plant was 66.08 g/kWh. Comparative results for wind power, hydroelectricity, solar thermal power, and solar photovoltaic were also calculated.[1]","English: Mean value of nuclear power greenhouse gas emissions based on 2008 Sovacool study. The study was a survey of 103 life cycle studies of greenhouse gas equivalent emissions for nuclear power plants to identify a subset of the most current, original, and transparent studies. It includes the 1997 Vattenfall study.",,image/png,800,944,FALSE,TRUE,FALSE,Benjamin K. Sovacool is an academic at the Vermont Law School. He has written several books and many journal articles.,"Sovacool's research interests include energy policy and environmental issues. He has published more than 90 academic papers in journals like The Electricity Journal and Energy Policy. He has also appeared on the BBC World News, Bloomberg Live!, and Channel News Asia and been interviewed by Newsweek International, Associated Press, United Press International. His work on carbon emissions from nuclear power stations has also been reviewed in Nature.",15419,train-0-15419.png,15419
en,https://en.wikipedia.org/wiki/Coalbed_methane_in_the_United_States,https://upload.wikimedia.org/wikipedia/commons/d/d6/US_Coalbed_Methane_Top_5_States.png,Coalbed methane in the United States,,Coalbed methane in the United States,"Coalbed methane production trends in the top five US producing states, 1989-2011.",English: Coalbed methane production trends in the top five US producing states Français&#160;: Production de gaz de couche dans les 5 États des États-Unis en produisant le plus,,image/png,1350,2050,FALSE,FALSE,FALSE,"The 2017 production of coalbed methane in the United States was 0.98 trillion cubic feet, 3.6 percent of all US dry gas production that year. The 2017 production was down from the peak of 1.97 TCF in 2008. Most coalbed methane production came from the Rocky Mountain states of Colorado, Wyoming, and New Mexico.
Coalbed methane reserve estimates vary; however a 1997 estimate from the U.S. Geological Survey predicts more than 700 trillion cubic feet of methane within the US. At a natural gas price of US$6.05 per million Btu, that volume is worth US$4.37 trillion. At least 100 trillion cubic feet of it is economically viable to produce.
The EIA reports 2017 reserves at 11,878 billion cubic feet or 11.878 trillion cubic feet, which at a current market price of US $1.84 as of January 31, 2020, are worth approximately $22.4 Billion USD.","The 2017 production of coalbed methane in the United States was 0.98 trillion cubic feet (TCF), 3.6 percent of all US dry gas production that year.  The 2017 production was down from the peak of 1.97 TCF in 2008. Most coalbed methane production came from the Rocky Mountain states of Colorado, Wyoming, and New Mexico.
Coalbed methane reserve estimates vary; however a 1997 estimate from the U.S. Geological Survey predicts more than 700 trillion cubic feet (20 trillion cubic metres) of methane within the US. At a natural gas price of US$6.05 per million Btu (US$5.73/GJ), that volume is worth US$4.37 trillion. At least 100 trillion cubic feet (2.8 trillion cubic metres) of it is economically viable to produce.
The EIA reports 2017 reserves at 11,878 billion cubic feet (BCF) or 11.878 trillion cubic feet, which at a current market price of US $1.84 as of January 31, 2020, are worth approximately $22.4 Billion USD.",16734,train-0-16734.png,16734
